LAST_NAME;PERSONAL_PHOTO;NAME;SECOND_NAME;WORK_POSITION;EMAIL;PERSONAL_BIRTHDAY;PERSONAL_GENDER;WORK_PHONE;UF_PHONE_INNER;PERSONAL_MOBILE;PERSONAL_ICQ;LOGIN;IBLOCK_SECTION_NAME_1;IBLOCK_SECTION_NAME_2;IBLOCK_SECTION_NAME_3;IBLOCK_SECTION_NAME_4
Íåäîòûêèíà;2f4/3b.jpg;Ãàëèíà;Àíàòîëèåâíà;þðèñò;g.nedotykina@example.com;07.06.1983;F;8 (495) 845-28-23;972;8 (495) 489-65-64;487-976-393;g.nedotykina;Êàëèíèíãðàäñêèé ôèëèàë;Þðèäè÷åñêèé îòäåë;;
Óëàíîâà;5f9/4b.jpg;Åëèçàâåòà;Ãåîðãèåâíà;þðèñò;e.ulanova@example.com;08.06.1983;F;8 (495) 943-73-36;754;8 (495) 872-43-26;734-267-456;e.ulanova;Êàëèíèíãðàäñêèé ôèëèàë;Þðèäè÷åñêèé îòäåë;;
Ôàëèëååâà;51c/5b.jpg;Ëþáîâü;Êèðèëëîâíà;ìåíåäæåð;l.falileeva@example.com;09.06.1982;F;8 (495) 373-76-23;742;8 (495) 487-34-16;743-674-365;l.falileeva;Êàëèíèíãðàäñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Îòäåë êîíòðîëüíî-ðåâèçèîííîé ðàáîòû;
ßêóøîâà;f85/6b.jpg;Âèêòîðèÿ;Âàëåðèåâíà;ìåíåäæåð;v.yakushova@example.com;10.06.1982;F;8 (495) 167-43-98;693;8 (495) 597-34-82;475-346-187;v.yakushova;Êàëèíèíãðàäñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Îòäåë êîíòðîëüíî-ðåâèçèîííîé ðàáîòû;
Áàòðàêîâà;a7b/200477998-001.gif;Àëëà;Àëåêñååâíà;ìåíåäæåð;a.batrakova@example.com;11.06.1983;F;8 (495) 165-09-23;837;8 (495) 486-32-87;894-345-887;a.batrakova;Êàëèíèíãðàäñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Îòäåë êîíòðîëüíî-ðåâèçèîííîé ðàáîòû;
Áåãëîâà;249/8b.jpg;Âàñèëèñà;Âàëåðèåâíà;ìåíåäæåð;v.beglova@example.com;12.06.1983;F;8 (495) 287-58-93;42;8 (495) 486-49-21;386-432-224;v.beglova;Êàëèíèíãðàäñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Îòäåë êîíòðîëüíî-ðåâèçèîííîé ðàáîòû;
Êàëþãèíà;5f5/9b.jpg;Àííà;Ñåðãååâíà;ìåíåäæåð;a.kalyugina@example.com;13.06.1979;F;8 (495) 377-24-81;387;8 (495) 589-64-24;741-729-405;a.kalyugina;Êàëèíèíãðàäñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Îòäåë êîíòðîëüíî-ðåâèçèîííîé ðàáîòû;
Ìèõàëèùåâà;936/10b.jpg;Çîÿ;Áîðèñîâíà;ìåíåäæåð;z.mihalischeva@example.com;14.06.1984;F;8 (495) 186-84-23;813;8 (495) 398-43-12;628-532-135;z.mihalischeva;Êàëèíèíãðàäñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Îòäåë êîíòðîëüíî-ðåâèçèîííîé ðàáîòû;
Íàâîëîöêèé;158/49b.jpg;Àíäðåé;Ïåòðîâè÷;ìåíåäæåð;a.navolockij@example.com;15.06.1983;M;8 (495) 169-34-27;724;8 (495) 823-72-47;275-211-372;a.navolockij;Êàëèíèíãðàäñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Îòäåë êîíòðîëüíî-ðåâèçèîííîé ðàáîòû;
Îêëàäíèêîâà;b25/73674853.gif;Òàòüÿíà;Ìàòâååâíà;ìåíåäæåð;t.okladnikova@example.com;16.06.1984;F;8 (495) 275-84-23;735;8 (495) 724-27-82;482-472-131;t.okladnikova;Êàëèíèíãðàäñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Îòäåë êîíòðîëüíî-ðåâèçèîííîé ðàáîòû;
Ïåòðèêîâà;844/12b.jpg;Àííà;Þðüåâíà;ìåíåäæåð;a.petrikova@example.com;17.06.1981;F;8 (495) 177-35-27;184;8 (495) 437-24-22;683-264-832;a.petrikova;Êàëèíèíãðàäñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Áóõãàëòåðèÿ;
Ñåëèâàíòüåâà;2dc/13b.jpg;Îëüãà;Ìàòâååâíà;áóõãàëòåð;o.selivanteva@example.com;18.06.1979;F;8 (495) 328-67-23;214;8 (495) 352-84-27;173-275-395;o.selivanteva;Êàëèíèíãðàäñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Áóõãàëòåðèÿ;
Òåáåíüêîâà;1ed/14b.jpg;Äàðüÿ;Âàñèëèåâíà;áóõãàëòåð;d.tebenkova@example.com;19.06.1982;F;8 (495) 287-57-44;486;8 (495) 296-27-84;384-355-443;d.tebenkova;Êàëèíèíãðàäñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Áóõãàëòåðèÿ;
Òèìèíà;c9a/72625954.gif;Þëèÿ;Ñòåïàíîâíà;áóõãàëòåð;yu.timina@example.com;20.06.1979;F;8 (495) 486-46-83;265;8 (495) 399-53-95;499-234-132;yu.timina;Êàëèíèíãðàäñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Áóõãàëòåðèÿ;
Óçëîâà;e16/16b.jpg;Åêàòåðèíà;Âÿ÷åñëàâîâíà;áóõãàëòåð;e.uzlova@example.com;21.06.1983;F;8 (495) 387-12-68;931;8 (495) 483-13-76;487-121-372;e.uzlova;Êàëèíèíãðàäñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Áóõãàëòåðèÿ;
Ôàäååâà;bb3/18b.jpg;Êñåíèÿ;Åãîðîâíà;áóõãàëòåð;k.fadeeva@example.com;22.06.1981;F;8 (495) 439-23-63;164;8 (495) 734-38-52;253-826-967;k.fadeeva;Êàëèíèíãðàäñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Áóõãàëòåðèÿ;
×åðíÿåâà;03b/19b.jpg;Äàðüÿ;Âÿ÷åñëàâîâíà;áóõãàëòåð;d.chernyaeva@example.com;23.06.1984;F;8 (495) 175-76-90;690;8 (495) 387-38-85;904-376-093;d.chernyaeva;Êàëèíèíãðàäñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Áóõãàëòåðèÿ;
Áåðøàäñêàÿ;f0e/20b.jpg;Åâãåíèÿ;Âÿ÷åñëàâîâíà;áóõãàëòåð;e.bershadskaya@example.com;24.06.1982;F;8 (495) 165-97-23;833;8 (495) 683-24-85;275-376-286;e.bershadskaya;Êàëèíèíãðàäñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Áóõãàëòåðèÿ;
Áðàæíèêîâà;946/21b.jpg;Ìàðèÿ;Íèêîëàåâíà;áóõãàëòåð;m.brazhnikova@example.com;25.06.1980;F;8 (495) 275-98-03;280;8 (495) 572-48-72;286-546-232;m.brazhnikova;Êàëèíèíãðàäñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Áóõãàëòåðèÿ;
Ñåâàñòüÿíîâ;5c6/1b.jpg;Åâãåíèé;Àíäðååâè÷;àäìèíèñòðàòîð;e.sevastyanov@example.com;23.06.1976;M;8 (495) 546-62-76;435;8 (495) 346-13-72;418-522-832;e.sevastyanov;Íîâîñèáèðñêèé ôèëèàë;Àäìèíèñòðàöèÿ;;
Áðàòóõèíà;38f/72334827.gif;Íàäåæäà;Ïàâëîâíà;ìåíåäæåð;n.bratuhina@example.com;26.06.1983;F;8 (495) 185-38-46;741;8 (495) 743-75-82;784-844-864;n.bratuhina;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà çàùèòû èíôîðìàöèè;
Ñåäîâ;531/2b.jpg;Âñåâîëîä;Àëåêñàíäðîâè÷;äèðåêòîð;v.sedov@example.com;24.06.1970;M;8 (495) 645-72-21;267;8 (495) 546-83-78;667-763-221;v.sedov;Íîâîñèáèðñêèé ôèëèàë;Àäìèíèñòðàöèÿ;;
Ãîëîâàíåâ;a6f/200394797-0041.gif;Îëåã;Ïàâëîâè÷;ìåíåäæåð;o.golovanev@example.com;27.06.1983;M;8 (495) 287-37-87;748;8 (495) 375-83-23;853-267-126;o.golovanev;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà çàùèòû èíôîðìàöèè;
Íåäîíîñêîâ;87a/51b.jpg;ßðîñëàâ;Ñòàíèñëàâîâè÷;ìåíåäæåð;ya.nedonoskov@example.com;28.06.1982;M;8 (495) 286-83-35;75;8 (495) 746-23-86;587-423-623;ya.nedonoskov;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà çàùèòû èíôîðìàöèè;
Óòêèí;e97/3b.jpg;Èâàí;Àíäðååâè÷;àäìèíèñòðàòîð;i.utkin@example.com;25.06.1974;M;8 (495) 656-94-54;437;8 (495) 542-96-54;622-762-672;i.utkin;Íîâîñèáèðñêèé ôèëèàë;Àäìèíèñòðàöèÿ;;
Îïëåòàåâ;b73/200525319-001.gif;Àíäðåé;Ñåðãååâè÷;ìåíåäæåð;a.opletaev@example.com;29.06.1983;M;8 (495) 276-38-35;812;8 (495) 483-38-67;845-322-763;a.opletaev;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà çàùèòû èíôîðìàöèè;
Ïîñêðåáûøåâ;651/200117007-002.gif;Àíòîí;Òèìîôååâè÷;ìåíåäæåð;a.poskrebyshev@example.com;30.06.1980;M;8 (495) 275-97-12;868;8 (495) 458-69-34;875-241-834;a.poskrebyshev;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà çàùèòû èíôîðìàöèè;
Õàðèí;cdf/4b.jpg;Ñåðãåé;Àëåêñååâè÷;àäìèíèñòðàòîð;s.harin@example.com;26.06.1976;M;8 (495) 664-87-95;452;8 (495) 265-65-85;466-843-835;s.harin;Íîâîñèáèðñêèé ôèëèàë;Àäìèíèñòðàöèÿ;;
Ñîáèíîâ;c3f/55b.jpg;Äìèòðèé;Âëàäèìèðîâè÷;ìåíåäæåð;d.sobinov@example.com;01.07.1980;M;8 (495) 175-38-345;532;8 (495) 486-75-24;754-245-364;d.sobinov;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà çàùèòû èíôîðìàöèè;
Òðîøèí;0bb/42-17842521.gif;Ñåðãåé;Âëàäèìèðîâè÷;àäìèíèñòðàòîð;s.troshin@example.com;27.06.1978;M;8 (495) 768-84-84;450;8 (495) 845-09-73;546-984-323;s.troshin;Íîâîñèáèðñêèé ôèëèàë;Àäìèíèñòðàöèÿ;;
Òèõâèíöåâ;b90/200300246-001.gif;Ãðèãîðèé;Âëàäèìèðîâè÷;ìåíåäæåð;g.tihvincev@example.com;02.07.1983;M;8 (495) 274-37-43;672;8 (495) 855-98-54;734-867-322;g.tihvincev;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà çàùèòû èíôîðìàöèè;
Ôîìî÷êèí;0f3/73021884.gif;Ãðèãîðèé;Ãåííàäèåâè÷;ìåíåäæåð;g.fomochkin@example.com;03.07.1983;M;8 (495) 165-84-23;81;8 (495) 475-86-46;854-325-876;g.fomochkin;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà çàùèòû èíôîðìàöèè;
Øèíäÿïîâ;b30/58b.jpg;Àëåêñåé;Àëåêñàíäðîâè÷;ìåíåäæåð;a.shindyapov@example.com;04.07.1982;M;8 (495) 165-89-56;865;8 (495) 568-34-76;873-123-532;a.shindyapov;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà ïðîãðàììíîé ïîääåðæêè;
Ñåðåäèí;ca0/7b.jpg;Àëåêñåé;Âëàäèìèðîâè÷;çàìåñòèòåëü äèðåêòîðà;a.seredin@example.com;28.06.1974;M;8 (495) 995-66-53;544;8 (495) 456-79-56;669-555-877;a.seredin;Íîâîñèáèðñêèé ôèëèàë;Àäìèíèñòðàöèÿ;;
Þæàêîâ;bbc/57640936.gif;Íèêîëàé;Ñåðãååâè÷;ìåíåäæåð;n.yuzhakov@example.com;05.07.1983;M;8 (495) 276-89-23;515;8 (495) 573-37-87;532-764-231;n.yuzhakov;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà ïðîãðàììíîé ïîääåðæêè;
Ñèòíèê;e8a/7b.jpg;Âàñèëèé;Âëàäèìèðîâè÷;àäìèíèñòðàòîð;v.sitnik@example.com;29.06.1975;M;;;;;v.sitnik;Íîâîñèáèðñêèé ôèëèàë;Àäìèíèñòðàöèÿ;;
ßðìîëèíöåâ;884/200463331-002.gif;Âàñèëèé;Ìàòâååâè÷;ìåíåäæåð;v.yarmolincev@example.com;06.07.1982;M;8 (495) 165-37-86;478;8 (495) 575-98-34;473-236-874;v.yarmolincev;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà ïðîãðàììíîé ïîääåðæêè;
Áàáàíèí;b3c/61b.jpg;Ëåîíèä;Åâãåíèåâè÷;ìåíåäæåð;l.babanin@example.com;07.07.1982;M;8 (495) 274-24-86;52;8 (495) 754-97-32;285-38-83;l.babanin;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà ïðîãðàììíîé ïîääåðæêè;
Ñîøíèêîâ;d41/8b.jpg;Àëåêñåé;Ñåðãååâè÷;àäìèíèñòðàòîð;a.soshnikov@example.com;30.06.1980;M;8 (495) 223-72-76;701;8 (495) 549-95-45;548-529-418;a.soshnikov;Íîâîñèáèðñêèé ôèëèàë;Àäìèíèñòðàöèÿ;;
Áóòàêîâ;6e3/62b.jpg;Àðêàäèé;Àíòîíîâè÷;ìåíåäæåð;a.butakov@example.com;08.07.1980;M;8 (495) 186-84-12;867;8 (495) 486-98-34;346-963-987;a.butakov;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà ïðîãðàììíîé ïîääåðæêè;
Èñòðàòîâ;df4/63b.jpg;Ïåòð;Åãîðîâè÷;ìåíåäæåð;p.istratov@example.com;09.07.1982;M;8 (495) 439-34-28;673;8 (495) 842-42-98;487-324-823;p.istratov;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà ïðîãðàììíîé ïîääåðæêè;
Êàáèöêèé;d8f/64b.jpg;Ðîìàí;Èãîðåâè÷;ìåíåäæåð;r.kabickij@example.com;10.07.1979;M;8 (495) 176-89-34;759;8 (495) 592-36-97;296-545-754;r.kabickij;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà ïðîãðàììíîé ïîääåðæêè;
Ìàðìàçèíñêèé;d23/65b.jpg;Òèìîôåé;Ìàòâååâè÷;ìåíåäæåð;t.marmazinskij@example.com;11.07.1983;M;8 (495) 176-46-24;471;8 (495) 755-86-46;684-244-744;t.marmazinskij;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà ïðîãðàììíîé ïîääåðæêè;
Ñòàðîñòèí;fa2/9b.jpg;Àíàòîëèé;Ñåðãååâè÷;àäìèíèñòðàòîð;a.starostin@example.com;01.07.1971;M;8 (495) 546-83-83;262;8 (495) 635-84-98;622-722-762;a.starostin;Íîâîñèáèðñêèé ôèëèàë;Àäìèíèñòðàöèÿ;;
Òåëåíêîâ;3a8/10b.jpg;Àíäðåé;Åâãåíüåâè÷;àäìèíèñòðàòîð;a.telenkov@example.com;02.07.1978;M;8 (495) 356-84-94;753;8 (495) 542-85-83;468-843-721;a.telenkov;Íîâîñèáèðñêèé ôèëèàë;Àäìèíèñòðàöèÿ;;
Ïàòðàêîâ;3d0/66b.jpg;Íèêîëàé;Êèðèëëîâè÷;ìåíåäæåð;n.patrakov@example.com;12.07.1981;M;8 (495) 165-47-84;580;8 (495) 432-23-15;745-231-132;n.patrakov;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà ïðîãðàììíîé ïîääåðæêè;
Òèøóòèí;70b/11b.jpg;Îëåã;Ñòàíèñëàâîâè÷;êîíñòðóêòîð;o.tishutin@example.com;03.07.1978;M;8 (495) 633-83-72;260;8 (495) 638-84-72;268-782-786;o.tishutin;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Êîíñòðóêòîðñêèé ñåêòîð;
Ïîïûøåâ;b36/67b.jpg;Àíàòîëèé;Ñòàíèñëàâîâè÷;ìåíåäæåð;a.popyshev@example.com;13.07.1982;M;8 (495) 167-54-37;520;8 (495) 473-35-89;573-684-255;a.popyshev;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà òåõíè÷åñêîé ïîääåðæêè;
Ñîêîëîâ;d68/73607873.gif;Åâãåíèé;Âÿ÷åñëàâîâè÷;ìåíåäæåð;e.sokolov@example.com;14.07.1983;M;8 (495) 175-37-23;588;8 (495) 547-34-84;463-875-235;e.sokolov;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà òåõíè÷åñêîé ïîääåðæêè;
Òîðëîïîâ;8cf/69b.jpg;Ëåîíèä;Êèðèëëîâè÷;ìåíåäæåð;l.torlopov@example.com;15.07.1977;M;8 (495) 154-67-34;722;8 (495) 154-42-45;456-674-234;l.torlopov;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà òåõíè÷åñêîé ïîääåðæêè;
Òîðìàñîâ;7b7/70b.jpg;Ìàòâåé;Ëüâîâè÷;ìåíåäæåð;m.tormasov@example.com;16.07.1985;M;8 (495) 375-37-74;571;8 (495) 563-23-35;374-634-231;m.tormasov;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà òåõíè÷åñêîé ïîääåðæêè;
Ôèíÿåâ;de4/71b.jpg;Âÿ÷åñëàâ;Âèòàëèåâè÷;ìåíåäæåð;v.finyaev@example.com;17.07.1982;M;8 (495) 165-47-32;652;8 (495) 375-34-67;563-674-236;v.finyaev;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà òåõíè÷åñêîé ïîääåðæêè;
Ëîéêî;c38/1b.jpg;Ìàðèÿ;Îñèïîâíà;êîíñòðóêòîð;m.lojko@example.com;04.07.1978;F;8 (495) 674-83-83;470;8 (495) 562-89-83;431-834-216;m.lojko;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Êîíñòðóêòîðñêèé ñåêòîð;
Öóáàòîâ;bc8/72b.jpg;Ïàâåë;Ñåðãååâè÷;èíæåíåð;p.cubatov@example.com;18.07.1983;M;8 (495) 165-75-23;872;8 (495) 547-34-87;745-243-624;p.cubatov;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà òåõíè÷åñêîé ïîääåðæêè;
Þæèí;096/73b.jpg;Îëåã;Ñòàíèñëàâîâè÷;ìåíåäæåð;o.yuzhin@example.com;19.07.1985;M;8 (495) 199-45-97;902;8 (495) 753-34-76;495-289-490;o.yuzhin;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà òåõíè÷åñêîé ïîääåðæêè;
ßðèëèí;216/74b.jpg;Âàäèì;Ëåîíèäîâè÷;ìåíåäæåð;v.yarilin@example.com;20.07.1983;M;8 (495) 165-46-37;675;8 (495) 463-67-34;864-234-724;v.yarilin;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà òåõíè÷åñêîé ïîääåðæêè;
ßðèëîâ;743/75b.jpg;Âàëåíòèí;Ëüâîâè÷;ìåíåäæåð;v.yarilov@example.com;21.07.1983;M;8 (495) 154-75-32;745;8 (495) 435-76-34;764-345-974;v.yarilov;Êàëèíèíãðàäñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà çàùèòû èíôîðìàöèè;
Áàáîê;f18/2b.jpg;Íàòàëüÿ;Âàëåíòèíîâíà;êîíñòðóêòîð;n.babok@example.com;05.07.1978;F;8 (495) 652-98-83;901;8 (495) 399-51-45;644-954-945;n.babok;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Êîíñòðóêòîðñêèé ñåêòîð;
Ãðîøåâ;b12/12b.jpg;Àíäðåé;Ãåííàäüåâè÷;êîíñòðóêòîð;a.groshev@example.com;06.07.1980;M;8 (495) 438-73-72;168;8 (495) 256-82-83;511-782-221;a.groshev;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Êîíñòðóêòîðñêèé ñåêòîð;
Ãðóçäåâ;152/13b.jpg;Äàíèë;Âÿ÷åñëàâîâè÷;êîíñòðóêòîð;d.gruzdev@example.com;07.07.1978;M;8 (495) 567-78-83;678;8 (495) 653-83-94;672-834-332;d.gruzdev;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Êîíñòðóêòîðñêèé ñåêòîð;
Äàíèëîâ;68d/14b.jpg;Ëåîíèä;Èâàíîâè÷;êîíñòðóêòîð;l.danilov@example.com;08.07.1976;M;8 (495) 653-73-73;524;8 (495) 567-84-83;622-833-821;l.danilov;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Êîíñòðóêòîðñêèé ñåêòîð;
Äîðîôååâ;bf8/42-17703660.gif;Ãåííàäèé;Àëåêñååâè÷;êîíñòðóêòîð;g.dorofeev@example.com;09.07.1978;M;8 (495) 567-32-73;368;8 (495) 547-73-83;379-832-832;g.dorofeev;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Êîíñòðóêòîðñêèé ñåêòîð;
Äðîçäîâ;794/200479221-001.gif;Àëåêñàíäð;Þðüåâè÷;êîíñòðóêòîð;a.drozdov@example.com;10.07.1980;M;8 (495) 633-83-94;369;8 (495) 622-83-43;628-832-832;a.drozdov;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Êîíñòðóêòîðñêèé ñåêòîð;
Åëñóêîâ;9a2/73122053.gif;Åâãåíèé;Ïåòðîâè÷;ãëàâíûé êîíñòðóêòîð;e.elsukov@example.com;11.07.1976;M;8 (495) 333-83-83;675;8 (495) 688-83-94;617-832-832;e.elsukov;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Êîíñòðóêòîðñêèé ñåêòîð;
Êëåíèöêèé;ed6/18b.jpg;Äìèòðèé;Âèêåíòüåâè÷;êîíñòðóêòîð;d.klenickij@example.com;12.07.1975;M;8 (495) 620-56-93;546;8 (495) 567-83-93;278-832-322;d.klenickij;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Êîíñòðóêòîðñêèé ñåêòîð;
Ìàäüÿðîâ;635/200507598-001.gif;Âëàäèìèð;Ðàôêàòîâè÷;äèçàéíåð;v.madyarov@example.com;13.07.1976;M;8 (495) 567-84-83;667;8 (495) 844-84-43;622-983-832;v.madyarov;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Îòäåë äèçàéíà;
Ìèñåâè÷;aac/42-18010717.gif;Àëåêñåé;Âàñèëüåâè÷;äèçàéíåð;a.misevich@example.com;14.07.1975;M;8 (495) 722-94-94;156;8 (495) 629-94-94;733-893-833;a.misevich;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Îòäåë äèçàéíà;
Æàðêåâè÷;6e5/21b.jpg;Àíäðåé;Âëàäèìèðîâè÷;äèçàéíåð;a.zharkevich@example.com;15.07.1969;M;;;;;a.zharkevich;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Îòäåë äèçàéíà;
Òóëüåâ;571/22b.jpg;Âàëåíòèí;Âàëåíòèíîâè÷;äèçàéíåð;v.tulev@example.com;16.07.1978;M;8 (495) 680-83-94;789;8 (495) 880-43-63;898-833-828;v.tulev;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Îòäåë äèçàéíà;
Áóëàé;a17/3b.jpg;Îëüãà;Îëåãîâíà;äèçàéíåð;o.bulaj@example.com;17.07.1978;F;8 (495) 564-943-784;773;8 (495) 544-84-33;633-832-832;o.bulaj;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Îòäåë äèçàéíà;
Âîëîøèíà;058/4b.jpg;Ëþáîâü;Âàñèëüåâíà;äèçàéíåð;l.voloshina@example.com;18.07.1976;F;8 (495) 954-94-52;749;8 (495) 733-90-83;622-721-858;l.voloshina;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Îòäåë äèçàéíà;
Åâñòàôüåâà;655/5b.jpg;Àëåñÿ;Àíàòîëüåâíà;äèçàéíåð;a.evstafeva@example.com;19.07.1978;F;8 (495) 736-84-94;338;8 (495) 348-83-32;793-943-228;a.evstafeva;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Îòäåë äèçàéíà;
Çåðêèíà;d5c/stk147530rke.gif;Åëåíà;Ñåìåíîâíà;äèçàéíåð;e.zerkina@example.com;20.07.1980;F;8 (495) 356-83-93;579;8 (495) 764-89-84;279-943-944;e.zerkina;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Îòäåë äèçàéíà;
Çîðèíà;ba5/7b.jpg;Íàòàëüÿ;Àëåêñàíäðîâíà;äèçàéíåð;n.zorina@example.com;21.07.1978;F;8 (495) 843-94-93;738;8 (495) 657-65-94;379-944-944;n.zorina;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Îòäåë äèçàéíà;
Èâàíîâà;65f/42-17924555.gif;Íàòàëüÿ;Àëåêñàíäðîâíà;äèçàéíåð;n.ivanova@example.com;22.07.1973;F;8 (495) 546-36-22;530;8 (495) 952-52-22;330-523-628;n.ivanova;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Îòäåë äèçàéíà;
Äîëãèé;f70/73828670.gif;Âàëåðèé;Êàçèìèðîâè÷;ïðîãðàììèñò-ðàçðàáîò÷èê;v.dolgij@example.com;23.07.1980;M;8 (495) 356-84-83;378;8 (495) 327-44-93;379-832-942;v.dolgij;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñåêòîð ðàçðàáîòêè ÏÎ;
×àåâñêèé;0d8/200068573-001.gif;Âàäèì;Âèòàëüåâè÷;ïðîãðàììèñò-ðàçðàáîò÷èê;v.chaevskij@example.com;24.07.1975;M;8 (495) 536-84-94;371;8 (495) 889-87-84;356-833-832;v.chaevskij;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñåêòîð ðàçðàáîòêè ÏÎ;
Ñàïóíîâ;a18/200118194-001.gif;Âëàäèìèð;Âèêòîðîâè÷;ïðîãðàììèñò-ðàçðàáîò÷èê;v.sapunov@example.com;25.07.1968;M;8 (495) 374-83-93;564;8 (495) 377-87-93;744-833-831;v.sapunov;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñåêòîð ðàçðàáîòêè ÏÎ;
